           idx          time           r_x           r_y           r_z           v_x           v_y           v_z        d_core       d_shell         T_par         T_env         humid          vw_x          vw_y          vw_z           m_c           m_s           f_x           f_y           f_z          core        active
  1.000000     0.4798154E-02-0.3892663     0.3574439      1.750562      1.645976     0.1019746E-19-0.9610618E-03  5.254050      5.254050      297.1509      300.0000     0.1000000      10.00000      0.000000      0.000000      75941.84      0.000000     0.2831069E-12-0.7904499E-20 0.1382358E-15  1.000000      1.000000    
  2.000000     0.6653372E-03 0.1970925     0.5601886E-01  1.358889     0.8685356E-01-0.9481614-319-0.1662575E-05 0.1722502     0.1722502      294.2663      300.0000     0.1000000      10.00000      0.000000      0.000000      2.675951      0.000000     0.1886512E-16  0.000000    -0.2878589E-21  1.000000      1.000000    
  3.000000     0.3181585E-02 0.2246161    -0.3115071      1.591329      1.130983     0.2575612E-28-0.4493912E-03  3.575484      3.575484      297.9143      300.0000     0.1000000      10.00000      0.000000      0.000000      23933.32      0.000000    -0.1311173E-12-0.1345772E-28-0.3201107E-16  1.000000      1.000000    
  4.000000     0.7482074E-01 0.5720548     0.4354328      3.045960      2.870746     0.2098081E-11-0.2949750E-02  9.246061      9.246061      303.4528      300.0000     0.1000000      10.00000      0.000000      0.000000      413874.8      0.000000    -0.4213518E-11-0.2887370E-11-0.7792723E-11  1.000000      1.000000    
  5.000000     0.3132141E-01 0.3157604     0.5645047      2.191182      2.600657     0.2406459E-14-0.2417803E-02  8.365735      8.365735      305.9760      300.0000     0.1000000      10.00000      0.000000      0.000000      306556.7      0.000000     0.1435296E-11-0.2992766E-14-0.1669932E-13  1.000000      1.000000    
  6.000000     0.2674603E-01-0.5019760    -0.5752674E-01  2.042907     0.1183595     0.1863558-287-0.3616393E-05 0.2749406     0.2749406      298.1799      300.0000     0.1000000      10.00000      0.000000      0.000000      10.88216      0.000000    -0.4813858E-16-0.5522576-289-0.1469073E-20  1.000000      1.000000    
  7.000000     0.8385934E-02 0.2266719     0.4446095E-01  1.625568      2.667391     0.7630126E-13-0.2544321E-02  8.583246      8.583246      300.7338      300.0000     0.1000000      10.00000      0.000000      0.000000      331095.5      0.000000     0.1511236E-11-0.9739019E-13-0.3426330E-12  1.000000      1.000000    
  8.000000     0.9787746E-02-0.3523669     0.4222900      1.191658      2.098630     0.1690201E-14-0.1569451E-02  6.729428      6.729428      294.1001      300.0000     0.1000000      10.00000      0.000000      0.000000      159563.3      0.000000    -0.9290346E-12-0.1685575E-14-0.2228252E-14  1.000000      1.000000    
  9.000000     0.8601869E-02 0.2872298     0.4267634      1.796582      1.004315    -0.1945862E-37-0.3529809E-03  3.162623      3.162623      302.2270      300.0000     0.1000000      10.00000      0.000000      0.000000      16563.07      0.000000     0.1025291E-12 0.8958570E-38 0.2504507E-16  1.000000      1.000000    
  10.00000     0.8695682E-02 0.4008080E-01 0.3657790      1.190036      1.381748     0.2482169E-23-0.6745385E-03  4.392827      4.392827      307.8870      300.0000     0.1000000      10.00000      0.000000      0.000000      44384.45      0.000000     0.1979528E-12-0.1602261E-23-0.9665662E-16  1.000000      1.000000    
