           idx          time           r_x           r_y           r_z           v_x           v_y           v_z        d_core       d_shell         T_par         T_env         humid          vw_x          vw_y          vw_z           m_c           m_s           f_x           f_y           f_z          core        active
  1.000000     0.1372912E-01-0.3745662     0.3574439      1.750553      1.645976     0.2658550E-59-0.9610618E-03  5.254050      5.254050      297.1509      300.0000     0.1000000      10.00000      0.000000      0.000000      75941.84      0.000000     0.2831069E-12-0.2060759E-59 0.1382358E-15  1.000000      1.000000    
  2.000000     0.9581325E-03 0.1971180     0.5601886E-01  1.358889     0.8685356E-01-0.9481614-319-0.1662575E-05 0.1722502     0.1722502      294.2663      300.0000     0.1000000      10.00000      0.000000      0.000000      2.675951      0.000000     0.1886512E-16  0.000000    -0.2878589E-21  1.000000      1.000000    
  3.000000     0.9259282E-02 0.2314899    -0.3115071      1.591327      1.130983     0.6288593E-86-0.4493912E-03  3.575484      3.575484      297.9143      300.0000     0.1000000      10.00000      0.000000      0.000000      23933.32      0.000000    -0.1311173E-12-0.3285826E-86-0.3201107E-16  1.000000      1.000000    
  4.000000     0.9053742E-01 0.6171734     0.4354328      3.045913      2.870746     0.4240692E-34-0.2949750E-02  9.246061      9.246061      303.4528      300.0000     0.1000000      10.00000      0.000000      0.000000      413874.8      0.000000    -0.1753708E-11-0.5836020E-34-0.1713039E-14  1.000000      1.000000    
  5.000000     0.4554169E-01 0.3527425     0.5645047      2.191148      2.600657     0.2137270E-39-0.2417803E-02  8.365735      8.365735      305.9760      300.0000     0.1000000      10.00000      0.000000      0.000000      306556.7      0.000000     0.1435296E-11-0.2657992E-39-0.1402090E-14  1.000000      1.000000    
  6.000000     0.2721338E-01-0.5019207    -0.5752674E-01  2.042907     0.1183595     0.5961890-319-0.3616393E-05 0.2749406     0.2749406      298.1799      300.0000     0.1000000      10.00000      0.000000      0.000000      10.88216      0.000000    -0.4813858E-16  0.000000    -0.1469073E-20  1.000000      1.000000    
  7.000000     0.2297595E-01 0.2655891     0.4446095E-01  1.625531      2.667391     0.2869588E-37-0.2544321E-02  8.583246      8.583246      300.7338      300.0000     0.1000000      10.00000      0.000000      0.000000      331095.5      0.000000     0.1511236E-11-0.3662715E-37-0.1475816E-14  1.000000      1.000000    
  8.000000     0.2122659E-01-0.3283610     0.4222900      1.191640      2.098630     0.1523905E-45-0.1569451E-02  6.729428      6.729428      294.1001      300.0000     0.1000000      10.00000      0.000000      0.000000      159563.3      0.000000    -0.9290346E-12-0.1519734E-45-0.4536302E-15  1.000000      1.000000    
  9.000000     0.1397777E-01 0.2926289     0.4267634      1.796580      1.004315    -0.2562721-102-0.3529809E-03  3.162623      3.162623      302.2270      300.0000     0.1000000      10.00000      0.000000      0.000000      16563.07      0.000000     0.1025291E-12 0.1179853-102 0.2504507E-16  1.000000      1.000000    
  10.00000     0.1616272E-01 0.5039837E-01 0.3657790      1.190031      1.381748     0.1738250E-70-0.6745385E-03  4.392827      4.392827      307.8870      300.0000     0.1000000      10.00000      0.000000      0.000000      44384.45      0.000000     0.1979528E-12-0.1122055E-70-0.9665662E-16  1.000000      1.000000    
