               idx              time               r_x               r_y               r_z               v_x               v_y               v_z            d_core           d_shell             T_par             T_env             humid              vw_x              vw_y              vw_z               m_c               m_s               f_x               f_y               f_z              core            active
      1.000000         0.9003788E-01     0.3585850E-01    -0.4293122          1.191913          0.000000          0.000000        -0.1499699          66.35814          66.35814          307.6883          300.0000         0.9000000          0.000000          0.000000          0.000000         0.1529964E+09      0.000000          0.000000          0.000000        -0.4172734E-02      1.000000          1.000000    
      2.000000         0.9005186E-01    -0.1831178         0.4330665          1.007045          0.000000          0.000000        -0.3006070          96.96962          96.96962          297.3397          300.0000         0.9000000          0.000000          0.000000          0.000000         0.4774256E+09      0.000000          0.000000          0.000000        -0.2975218          1.000000          1.000000    
      3.000000         0.9001349E-01     0.2554457         0.4320627          1.991154          0.000000          0.000000        -0.3230734E-02      9.678986          9.678986          298.2540          300.0000         0.9000000          0.000000          0.000000          0.000000          474775.4          0.000000          0.000000          0.000000         0.1734723E-17      1.000000          1.000000    
      4.000000         0.9001970E-01     0.9500196E-01    -0.3725236E-01      1.360076          0.000000          0.000000        -0.2007916          77.18490          77.18490          305.0582          300.0000         0.9000000          0.000000          0.000000          0.000000         0.2407662E+09      0.000000          0.000000          0.000000        -0.3053326E-01      1.000000          1.000000    
      5.000000         0.9001943E-01    -0.4784577         0.3469325          1.859310          0.000000          0.000000        -0.4278905E-01      35.37030          35.37030          300.4187          300.0000         0.9000000          0.000000          0.000000          0.000000         0.2316940E+08      0.000000          0.000000          0.000000        -0.2147344E-09      1.000000          1.000000    
      6.000000         0.9003451E-01    -0.3284594        -0.4417036          1.266432          0.000000          0.000000        -0.2609369          89.15369          89.15369          303.9332          300.0000         0.9000000          0.000000          0.000000          0.000000         0.3710365E+09      0.000000          0.000000          0.000000        -0.1397785          1.000000          1.000000    
      7.000000         0.9000099E-01    -0.1591001        -0.3457450          1.818630          0.000000          0.000000        -0.2206082          81.18341          81.18341          304.7699          300.0000         0.9000000          0.000000          0.000000          0.000000         0.2801563E+09      0.000000          0.000000          0.000000        -0.5400345E-01      1.000000          1.000000    
      8.000000         0.9001086E-01     0.2710205        -0.2629222          1.119681          0.000000          0.000000        -0.1247049          60.44716          60.44716          306.4644          300.0000         0.9000000          0.000000          0.000000          0.000000         0.1156449E+09      0.000000          0.000000          0.000000        -0.9438921E-03      1.000000          1.000000    
      9.000000         0.9003094E-01     0.8834381E-01     0.3674571          1.111944          0.000000          0.000000        -0.2204019          81.14103          81.14103          300.2463          300.0000         0.9000000          0.000000          0.000000          0.000000         0.2797178E+09      0.000000          0.000000          0.000000        -0.5362775E-01      1.000000          1.000000    
      10.00000         0.9004476E-01    -0.1327152        -0.7877497E-01      1.852371          0.000000          0.000000        -0.5603745E-01      40.48530          40.48530          301.6873          300.0000         0.9000000          0.000000          0.000000          0.000000         0.3474487E+08      0.000000          0.000000          0.000000        -0.4479301E-07      1.000000          1.000000    
      11.00000         0.9004467E-01     0.2144630E-01    -0.9973892E-01      1.497903          0.000000          0.000000        -0.4603650E-01      36.69002          36.69002          299.8540          300.0000         0.9000000          0.000000          0.000000          0.000000         0.2586083E+08      0.000000          0.000000          0.000000        -0.1042746E-08      1.000000          1.000000    
      12.00000         0.9004200E-01     0.3003514        -0.1014339          1.853728          0.000000          0.000000        -0.5901036E-01      41.54679          41.54679          293.8372          300.0000         0.9000000          0.000000          0.000000          0.000000         0.3755010E+08      0.000000          0.000000          0.000000        -0.1080356E-06      1.000000          1.000000    
      13.00000         0.9001282E-01    -0.2828048         0.3438642          1.467429          0.000000          0.000000        -0.1422415E-01      20.36979          20.36979          299.9435          300.0000         0.9000000          0.000000          0.000000          0.000000          4425459.          0.000000          0.000000          0.000000        -0.6938894E-16      1.000000          1.000000    
      14.00000         0.9000020E-01    -0.6523098E-01     0.3225488          1.530528          0.000000          0.000000        -0.2096004          78.97270          78.97270          299.3380          300.0000         0.9000000          0.000000          0.000000          0.000000         0.2578870E+09      0.000000          0.000000          0.000000        -0.3977016E-01      1.000000          1.000000    
      15.00000         0.9001066E-01     0.6096709E-01    -0.2862012          1.165149          0.000000          0.000000        -0.1670301E-01      22.07810          22.07810          307.5237          300.0000         0.9000000          0.000000          0.000000          0.000000          5634868.          0.000000          0.000000          0.000000        -0.1873501E-15      1.000000          1.000000    
      16.00000         0.9001549E-01    -0.2346659         0.1377585          1.567111          0.000000          0.000000        -0.8725041E-01      50.53220          50.53220          305.0457          300.0000         0.9000000          0.000000          0.000000          0.000000         0.6756210E+08      0.000000          0.000000          0.000000        -0.2579680E-04      1.000000          1.000000    
