           idx          time           r_x           r_y           r_z           v_x           v_y           v_z        d_core       d_shell         T_par         T_env         humid          vw_x          vw_y          vw_z           m_c           m_s           f_x           f_y           f_z          core        active
  1.000000     0.1821166E-02-0.3941664     0.3574439      1.750565      1.645976     0.1596275E-06-0.9611063E-03  5.254050      5.254050      297.1509      300.0000     0.1000000      10.00000      0.000000      0.000000      75941.84      0.000000     0.1497291E-06-0.1237343E-06 0.3449805E-07  1.000000      1.000000    
  2.000000     0.5677387E-03 0.1970841     0.5601886E-01  1.358889     0.8685356E-01-0.4840780-151-0.1662575E-05 0.1722502     0.1722502      294.2663      300.0000     0.1000000      10.00000      0.000000      0.000000      2.675951      0.000000     0.1886512E-16 0.7684939-153-0.2878589E-21  1.000000      1.000000    
  3.000000     0.1155686E-02 0.2223248    -0.3115071      1.591330      1.130983     0.4120875E-09-0.4493908E-03  3.575484      3.575484      297.9143      300.0000     0.1000000      10.00000      0.000000      0.000000      23933.32      0.000000    -0.1682550E-09-0.2153181E-09-0.2387487E-09  1.000000      1.000000    
  4.000000     0.6958186E-01 0.5570153     0.4354327      3.045975      2.870852     0.7701965E-04-0.2741881E-02  9.246061      9.246061      303.4528      300.0000     0.1000000      10.00000      0.000000      0.000000      413874.8      0.000000    -0.1457473E-03-0.1059941E-03-0.2860682E-03  1.000000      1.000000    
  5.000000     0.2658132E-01 0.3034331     0.5645047      2.191194      2.600655     0.5393680E-06-0.2414800E-02  8.365735      8.365735      305.9760      300.0000     0.1000000      10.00000      0.000000      0.000000      306556.7      0.000000     0.1868592E-05-0.6707789E-06-0.3734371E-05  1.000000      1.000000    
  6.000000     0.2659025E-01-0.5019945    -0.5752674E-01  2.042907     0.1183595     0.1327744-103-0.3616393E-05 0.2749406     0.2749406      298.1799      300.0000     0.1000000      10.00000      0.000000      0.000000      10.88216      0.000000    -0.4813858E-16-0.3934714-105-0.1469073E-20  1.000000      1.000000    
  7.000000     0.3522593E-02 0.2136995     0.4446094E-01  1.625581      2.667348     0.1057084E-04-0.2507131E-02  8.583246      8.583246      300.7338      300.0000     0.1000000      10.00000      0.000000      0.000000      331095.5      0.000000     0.5440048E-04-0.1349251E-04-0.4746837E-04  1.000000      1.000000    
  8.000000     0.5974799E-02-0.3603689     0.4222900      1.191664      2.098657     0.3769291E-04-0.1519509E-02  6.729428      6.729428      294.1001      300.0000     0.1000000      10.00000      0.000000      0.000000      159563.3      0.000000    -0.2717791E-04-0.3758974E-04-0.4980458E-04  1.000000      1.000000    
  9.000000     0.6809900E-02 0.2854301     0.4267634      1.796582      1.004315    -0.8239782E-16-0.3529809E-03  3.162623      3.162623      302.2270      300.0000     0.1000000      10.00000      0.000000      0.000000      16563.07      0.000000     0.1025291E-12 0.3793519E-16 0.7917386E-16  1.000000      1.000000    
  10.00000     0.6206670E-02 0.3664161E-01 0.3657790      1.190038      1.381748     0.1297391E-07-0.6745322E-03  4.392827      4.392827      307.8870      300.0000     0.1000000      10.00000      0.000000      0.000000      44384.45      0.000000     0.5937309E-08-0.8374773E-08-0.4027013E-08  1.000000      1.000000    
